Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash
SRR1539427	2015-03-20 17:05:22	2014-08-08 13:35:20	11111096	555554800	0	50	310		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1539427/SRR1539427.1	SRX672372		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676863	SAMN02979051	simple	10090	Mus musculus	GSM1467583							no					GEO	SRA178486		public	D417775AA7BCF16D94B0D98C4E9DFC57	66A1CEF3C800C10107681F284A71BE70
SRR1539428	2015-03-20 17:05:22	2014-08-08 13:37:49	18761258	938062900	0	50	552		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1539428/SRR1539428.1	SRX672373		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676862	SAMN02979052	simple	10090	Mus musculus	GSM1467584							no					GEO	SRA178486		public	B8FE3D11FBD98FADF5D14D76E301758F	9A1C54042DF6AFA09D690595B78FC851
SRR1539429	2015-03-20 17:05:22	2014-09-08 10:30:02	137802210	6890110500	0	50	3745		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1539429/SRR1539429.1	SRX672374		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676865	SAMN02979053	simple	10090	Mus musculus	GSM1467585							no					GEO	SRA178486		public	EE3DDB4577D19369853DC47ACBF90016	A4418644F4BF20B414B8B33AEAA0C362
SRR1539430	2015-03-20 17:05:22	2014-08-08 13:46:01	60973217	3048660850	0	50	1617		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1539430/SRR1539430.1	SRX672375		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676866	SAMN02979054	simple	10090	Mus musculus	GSM1467586							no					GEO	SRA178486		public	EFBC27A5E476CADAE22CBF1116596282	13AEAE33AC18A49A0ED3F040CE54EBA5
SRR1539431	2015-03-20 17:05:22	2014-08-08 13:49:11	33847566	1692378300	0	50	937		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1539431/SRR1539431.1	SRX672376		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676868	SAMN02979055	simple	10090	Mus musculus	GSM1467587							no					GEO	SRA178486		public	88181342393C083A5A23D9ACFC59F958	1F7C574E04331DCCDFE2DBD9EDB04761
SRR1539432	2015-03-20 17:05:22	2014-08-08 13:52:53	53322775	2666138750	0	50	1550		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1539432/SRR1539432.1	SRX672377		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676867	SAMN02979056	simple	10090	Mus musculus	GSM1467588							no					GEO	SRA178486		public	34E59A255317E2051C651C00EB4FD7B7	B825AF9FBF4BE1244B3DC0A9D51A2DA7
SRR1539433	2015-03-20 17:05:22	2014-08-08 14:00:58	101798470	5089923500	0	50	2870		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1539433/SRR1539433.1	SRX672378		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676869	SAMN02979057	simple	10090	Mus musculus	GSM1467589							no					GEO	SRA178486		public	DE65D7B093C15CC83B46836C3F7E9543	8F84B4E039B0C0D26E5F371BD81608E3
SRR1539434	2015-03-20 17:05:22	2014-08-08 14:00:19	74031199	3701559950	0	50	2208		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1539434/SRR1539434.1	SRX672379		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676870	SAMN02979058	simple	10090	Mus musculus	GSM1467590							no					GEO	SRA178486		public	F54C1005A98E6FC7CB6440F1DBBC0D18	65D33968E5026A904AF7708F2135B807
SRR1539435	2015-03-20 17:05:22	2014-08-08 13:35:29	13450116	672505800	0	50	358		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1539435/SRR1539435.1	SRX672380		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676871	SAMN02979059	simple	10090	Mus musculus	GSM1467591							no					GEO	SRA178486		public	4626C2601D6837CEABB7E1775290C58B	06C2059B4ECC8AE4B66665A7432EA4CB
SRR1539436	2015-03-20 17:05:22	2014-08-08 13:35:30	13626551	681327550	0	50	371		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1539436/SRR1539436.1	SRX672380		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676871	SAMN02979059	simple	10090	Mus musculus	GSM1467591							no					GEO	SRA178486		public	EFE57EC0360B542DC9F7E970E8B54E07	C5D095CA938460FD43B173E89399E852
SRR1539437	2015-03-20 17:05:22	2014-08-08 13:35:38	14306396	715319800	0	50	390		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1539437/SRR1539437.1	SRX672380		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676871	SAMN02979059	simple	10090	Mus musculus	GSM1467591							no					GEO	SRA178486		public	8D7D1BA614D27CB3D79BCCE25A99C5C1	2E897D3BE085A365E1CF41C0CD8A3083
SRR1539438	2015-03-20 17:05:22	2014-08-08 13:35:41	14725004	736250200	0	50	399		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1539438/SRR1539438.1	SRX672380		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676871	SAMN02979059	simple	10090	Mus musculus	GSM1467591							no					GEO	SRA178486		public	DD2D220C4780A51885F4628E11D634E3	790AAB57157AECD31F96E2F224668421
SRR1539439	2015-03-20 17:05:22	2014-08-08 13:35:51	14795231	739761550	0	50	403		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1539439/SRR1539439.1	SRX672380		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676871	SAMN02979059	simple	10090	Mus musculus	GSM1467591							no					GEO	SRA178486		public	56771B53705F03AF5FD68C16A5F802F7	AB832A8747DA4EABDF1ED375ED263E88
SRR1539440	2015-03-20 17:05:22	2014-08-08 13:35:24	11204853	560242650	0	50	293		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1539440/SRR1539440.1	SRX672381		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676872	SAMN02979060	simple	10090	Mus musculus	GSM1467592							no					GEO	SRA178486		public	E05F461F4DB1D616CE094A1C17D09234	F4D0A3800DD381BE730989437B7F0CDD
SRR1539441	2015-03-20 17:05:22	2014-08-08 13:36:31	17974296	898714800	0	50	457		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1539441/SRR1539441.1	SRX672381		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676872	SAMN02979060	simple	10090	Mus musculus	GSM1467592							no					GEO	SRA178486		public	08ADD7B4DEC61A436F571CEF473D6D59	BCC87E9DC855F17C764578CDFE8F40E1
SRR1539442	2015-03-20 17:05:22	2014-08-08 13:35:53	11269014	563450700	0	50	301		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1539442/SRR1539442.1	SRX672382		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676873	SAMN02979061	simple	10090	Mus musculus	GSM1467593							no					GEO	SRA178486		public	7557D716A770FA1C4D4C479F62E02473	8465A1BCAEE982C4A78767803E82BAE0
SRR1539443	2015-03-20 17:05:22	2014-08-08 13:36:01	11192478	559623900	0	50	305		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1539443/SRR1539443.1	SRX672382		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676873	SAMN02979061	simple	10090	Mus musculus	GSM1467593							no					GEO	SRA178486		public	B16EB74E3ACBC4527F6C70A6F5222542	6658FFD339E861FD790C5A9AB1A2D994
SRR1539444	2015-03-20 17:05:22	2014-08-08 13:35:48	11687661	584383050	0	50	320		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1539444/SRR1539444.1	SRX672382		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676873	SAMN02979061	simple	10090	Mus musculus	GSM1467593							no					GEO	SRA178486		public	F585C9501CFCAF8A9AE1915CA478F3B2	7D751D30FEAA0C99A7D29F328A34927A
SRR1539445	2015-03-20 17:05:22	2014-08-08 13:35:52	11970491	598524550	0	50	326		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1539445/SRR1539445.1	SRX672382		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676873	SAMN02979061	simple	10090	Mus musculus	GSM1467593							no					GEO	SRA178486		public	0D0BACDF2E6C4C5B6DF2762A6A20C6BC	357B3F5B339B39CFC0085BFC674C50A8
SRR1539446	2015-03-20 17:05:22	2014-08-08 13:36:01	12082407	604120350	0	50	331		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1539446/SRR1539446.1	SRX672382		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676873	SAMN02979061	simple	10090	Mus musculus	GSM1467593							no					GEO	SRA178486		public	44B496514F6C7DF6F24B3D8909FF25B7	7DDF0811EA43A203615A4951518E3AA4
SRR1539447	2015-03-20 17:05:22	2014-08-08 13:48:27	117756514	5887825700	0	50	3376		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1539447/SRR1539447.1	SRX672383		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676875	SAMN02979062	simple	10090	Mus musculus	GSM1467594							no					GEO	SRA178486		public	8FF324F93CD8D5BDB8E451D7364AFBC0	66DF252649DDCA4816357CE742180576
SRR1539448	2015-03-20 17:05:22	2014-09-08 10:08:48	20745563	1037278150	0	50	621		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1539448/SRR1539448.1	SRX672384		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676876	SAMN02979063	simple	10090	Mus musculus	GSM1467595							no					GEO	SRA178486		public	BF6F294BF6964F1DB75DF08440949B65	67FF6C00921983897C286A62AE6620A1
SRR1539449	2015-03-20 17:05:22	2014-09-08 10:08:08	15888440	794422000	0	50	419		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1539449/SRR1539449.1	SRX672384		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676876	SAMN02979063	simple	10090	Mus musculus	GSM1467595							no					GEO	SRA178486		public	6D6D4DD5B33046E37A38C995AA969EBB	2CC0FF05A51A13516A47423BCAE358BD
SRR1539450	2015-03-20 17:05:22	2014-08-08 13:34:47	1595764	79788200	0	50	43		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1539450/SRR1539450.1	SRX672384		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676876	SAMN02979063	simple	10090	Mus musculus	GSM1467595							no					GEO	SRA178486		public	084C908C08C4F8CBFBDCA607BF3A5498	FCAFFEA6543ECE8F6A53EDEB96522493
SRR1539451	2015-03-20 17:05:22	2014-08-08 13:45:01	48446897	2422344850	0	50	1565		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1539451/SRR1539451.1	SRX672385		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676874	SAMN02979064	simple	10090	Mus musculus	GSM1467596							no					GEO	SRA178486		public	D450E00AA2F02FB185FF8BB467D8B326	C34B3E89D96690FD6F9223088EC5B237
SRR1539452	2015-03-20 17:05:22	2014-08-08 13:36:33	18434428	921721400	0	50	491		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1539452/SRR1539452.1	SRX672385		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676874	SAMN02979064	simple	10090	Mus musculus	GSM1467596							no					GEO	SRA178486		public	8C1D9A0F91C4FC6E295B0B96517CB6F0	18E66572FBCC1974629EDD9337924FD9
SRR1539453	2015-03-20 17:05:22	2014-08-08 13:40:38	42939417	2146970850	0	50	1151		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1539453/SRR1539453.1	SRX672385		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676874	SAMN02979064	simple	10090	Mus musculus	GSM1467596							no					GEO	SRA178486		public	2DEFD7F69791CD9A3A2748219E9E0A3A	042ECF8F8BBC34D4729D239AF3623FD4
SRR1539454	2015-03-20 17:05:22	2014-08-08 13:43:27	22166489	1108324450	0	50	618		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1539454/SRR1539454.1	SRX672386		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676877	SAMN02979065	simple	10090	Mus musculus	GSM1467597							no					GEO	SRA178486		public	4C66E954FA8B38E7B50D666BC8CD3976	3F8A48C35DD80848380B212D53001C20
SRR1539455	2015-03-20 17:05:22	2014-08-08 13:48:51	59379225	2968961250	0	50	1677		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1539455/SRR1539455.1	SRX672387		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676879	SAMN02979066	simple	10090	Mus musculus	GSM1467598							no					GEO	SRA178486		public	48DF79E347B92EDCCC53C655EDB5923C	136152314748FB8C4E80D593E5037931
SRR1539456	2015-03-20 17:05:22	2014-08-08 14:04:00	115516081	5775804050	0	50	2989		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1539456/SRR1539456.1	SRX672388		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676878	SAMN02979067	simple	10090	Mus musculus	GSM1467599							no					GEO	SRA178486		public	4CD8875350CCE2896A0ABA76BF843247	CD35374077864948DFC728D29E34CFBF
SRR1539457	2015-03-20 17:05:22	2014-08-08 14:02:46	105582826	5279141300	0	50	3028		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1539457/SRR1539457.1	SRX672389		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676881	SAMN02979068	simple	10090	Mus musculus	GSM1467600							no					GEO	SRA178486		public	026DF0F2E1165C646A935C98BA52A607	C7084E0A66D21D7D90901CC380AC1679
SRR1539472	2015-03-20 17:05:22	2014-08-08 13:36:56	12745592	637279600	0	50	342		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1539472/SRR1539472.1	SRX672396		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676887	SAMN02979075	simple	10090	Mus musculus	GSM1467607							no					GEO	SRA178486		public	50C9B6395E7467B39B2194580A7F9A85	0782E37EAD6D310266D4AC3D9BE49EE3
SRR1539473	2015-03-20 17:05:22	2014-08-08 13:37:10	12727138	636356900	0	50	349		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1539473/SRR1539473.1	SRX672396		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676887	SAMN02979075	simple	10090	Mus musculus	GSM1467607							no					GEO	SRA178486		public	525639DA4A919107C4D14715EC1EBFB6	6C220EC81817C6339ED11F976ECA8BF0
SRR1539474	2015-03-20 17:05:22	2014-08-08 13:37:12	13208264	660413200	0	50	364		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1539474/SRR1539474.1	SRX672396		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676887	SAMN02979075	simple	10090	Mus musculus	GSM1467607							no					GEO	SRA178486		public	EBC22AB189DF3277669B285AB6E94FAC	2FBD815C27BF2583248F7B300C166D83
SRR1539475	2015-03-20 17:05:22	2014-08-08 13:37:17	13477141	673857050	0	50	370		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1539475/SRR1539475.1	SRX672396		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676887	SAMN02979075	simple	10090	Mus musculus	GSM1467607							no					GEO	SRA178486		public	7D83406F3041AD7F67978A5C0D4A218F	F401629BA34AC9863F5ECF516A94BE35
SRR1539476	2015-03-20 17:05:22	2014-08-08 13:37:18	13549306	677465300	0	50	374		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1539476/SRR1539476.1	SRX672396		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676887	SAMN02979075	simple	10090	Mus musculus	GSM1467607							no					GEO	SRA178486		public	46F7D6723A3063E198EF2AFECE6C87BE	865641E26BC450468480F925E5BFC152
SRR1539477	2015-03-20 17:05:22	2014-08-08 13:54:31	129262106	6463105300	0	50	3355		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1539477/SRR1539477.1	SRX672397		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676890	SAMN02979076	simple	10090	Mus musculus	GSM1467608							no					GEO	SRA178486		public	9551EFB5EAE601027E211477AED1F536	0AC4EDC19075D709A43AA733522A1F2D
